date_logged,sport,matchup,game_date,pick,pitcher,price,edge_pct,win_prob_pct,confidence,num_books,reasoning,result,date_graded,bet_type,line
2026-07-31,baseball_mlb,Pittsburgh Pirates @ Cincinnati Reds,"Jul 31, 2026 10:11 PM UTC",Pittsburgh Pirates,Paul Skenes,1.81,5.8,58.5,61,9,"Pittsburgh Pirates brings a stronger offense (5.14 vs 4.1 runs/game); gets a start from Paul Skenes (3.65 ERA); backed by the #23 bullpen in MLB (3.87 ERA); hits righties well this season (0.779 OPS). Game at a hitter-friendly park (factor 112), expect added scoring variance.",LOSS,2026-08-01,moneyline,
2026-07-31,baseball_mlb,Philadelphia Phillies @ Baltimore Orioles,"Jul 31, 2026 11:06 PM UTC",Baltimore Orioles,Brandon Young,1.87,4.7,56.1,59,7,Baltimore Orioles gets a start from Brandon Young (3.13 ERA); is playing better lately (5-5 in their last 10); backed by the #11 bullpen in MLB (3.36 ERA).,WIN,2026-08-01,moneyline,
2026-07-31,baseball_mlb,Chicago White Sox @ Tampa Bay Rays,"Jul 31, 2026 11:11 PM UTC",Tampa Bay Rays,Nick Martinez,1.72,-2.7,56.5,52,9,Tampa Bay Rays gets a start from Nick Martinez (2.45 ERA); is playing better lately (8-2 in their last 10); backed by the #18 bullpen in MLB (3.53 ERA); has been strong at home this season (71%); holds the better season record (59% vs 52%).,LOSS,2026-08-01,moneyline,
2026-07-31,baseball_mlb,Chicago White Sox @ Tampa Bay Rays,"Jul 31, 2026 11:11 PM UTC",Tampa Bay Rays,Nick Martinez,2.51,10.0,43.8,54,9,[-1.5 run line] Tampa Bay Rays gets a start from Nick Martinez (2.45 ERA); is playing better lately (8-2 in their last 10); backed by the #18 bullpen in MLB (3.53 ERA); has been strong at home this season (71%); holds the better season record (59% vs 52%).,LOSS,2026-08-01,spread,-1.5
2026-07-31,baseball_mlb,Texas Rangers @ Houston Astros,"Aug 01, 2026 12:16 AM UTC",Houston Astros,Hunter Brown,2.51,10.2,43.9,45,9,[-1.5 run line] Houston Astros gets a start from Hunter Brown (3.45 ERA); is playing better lately (8-2 in their last 10); backed by the #16 bullpen in MLB (3.49 ERA); brings a stronger offense (4.59 vs 4.18 runs/game).,WIN,2026-08-01,spread,-1.5
2026-07-31,baseball_mlb,Kansas City Royals @ Colorado Rockies,"Aug 01, 2026 12:41 AM UTC",Kansas City Royals,Michael Wacha,1.93,7.2,55.7,60,9,"Kansas City Royals gets a start from Michael Wacha (3.6 ERA); is playing better lately (6-4 in their last 10); backed by the #27 bullpen in MLB (4.69 ERA); holds the better season record (41% vs 38%). Game at a hitter-friendly park (factor 118), expect added scoring variance.",LOSS,2026-08-01,moneyline,
2026-07-31,baseball_mlb,Milwaukee Brewers @ Los Angeles Angels,"Aug 01, 2026 01:39 AM UTC",Milwaukee Brewers,Shane Drohan,1.59,3.1,64.7,60,9,Milwaukee Brewers gets a start from Shane Drohan (3.51 ERA); brings a stronger offense (5.06 vs 4.26 runs/game); backed by the #15 bullpen in MLB (3.48 ERA); holds the better season record (62% vs 38%); is playing better lately (6-4 in their last 10); has been strong on the road this season (59%).,WIN,2026-08-01,moneyline,
2026-07-31,baseball_mlb,Detroit Tigers @ Athletics,"Aug 01, 2026 01:41 AM UTC",Detroit Tigers,Casey Mize,1.63,7.9,66.2,69,9,"Detroit Tigers gets a start from Casey Mize (2.7 ERA); backed by the #14 bullpen in MLB (3.45 ERA); is playing better lately (5-5 in their last 10); holds the better season record (46% vs 41%). Game at a pitcher-friendly park (factor 94), lower-scoring environment likely.",WIN,2026-08-01,moneyline,
2026-07-31,baseball_mlb,Detroit Tigers @ Athletics,"Aug 01, 2026 01:41 AM UTC",Detroit Tigers,Casey Mize,1.95,16.8,59.8,74,9,"[-1.5 run line] Detroit Tigers gets a start from Casey Mize (2.7 ERA); backed by the #14 bullpen in MLB (3.45 ERA); is playing better lately (5-5 in their last 10); holds the better season record (46% vs 41%). Game at a pitcher-friendly park (factor 94), lower-scoring environment likely.",WIN,2026-08-01,spread,-1.5
2026-07-31,baseball_mlb,San Francisco Giants @ San Diego Padres,"Aug 01, 2026 01:46 AM UTC",San Diego Padres,Bradgley Rodriguez,1.68,-0.5,59.4,54,9,"San Diego Padres gets a start from Bradgley Rodriguez (2.33 ERA); opponent's closer worked the last two days in a row, likely unavailable today; backed by the #2 bullpen in MLB (2.86 ERA); holds the better season record (50% vs 43%).",WIN,2026-08-01,moneyline,
2026-07-31,baseball_mlb,San Francisco Giants @ San Diego Padres,"Aug 01, 2026 01:46 AM UTC",San Diego Padres,Bradgley Rodriguez,2.41,20.3,49.9,66,9,"[-1.5 run line] San Diego Padres gets a start from Bradgley Rodriguez (2.33 ERA); opponent's closer worked the last two days in a row, likely unavailable today; backed by the #2 bullpen in MLB (2.86 ERA); holds the better season record (50% vs 43%).",WIN,2026-08-01,spread,-1.5
2026-07-31,basketball_wnba,Dallas Wings @ Washington Mystics,"Jul 31, 2026 11:30 PM UTC",Dallas Wings,Unannounced,1.65,1.4,61.6,57,9,Dallas Wings brings a stronger offense (89.89286 vs 81.18519 points/game); has been strong on the road this season (66%); holds the better season record (64% vs 55%).,LOSS,2026-08-01,moneyline,
2026-08-01,baseball_mlb,Chicago White Sox @ Tampa Bay Rays,"Aug 01, 2026 08:11 PM UTC",Chicago White Sox,Jordan Hicks,1.69,10.9,65.7,70,9,[+1.5 run line] Chicago White Sox gets a start from Jordan Hicks (3.19 ERA); backed by the #5 bullpen in MLB (3.17 ERA).,WIN,2026-08-02,spread,1.5
2026-08-01,baseball_mlb,Miami Marlins @ New York Mets,"Aug 01, 2026 08:11 PM UTC",New York Mets,Zac Thornton,2.55,11.8,43.9,60,9,[-1.5 run line] New York Mets gets a start from Zac Thornton (2.43 ERA); backed by the #6 bullpen in MLB (3.2 ERA).,LOSS,2026-08-02,spread,-1.5
2026-08-01,baseball_mlb,Washington Nationals @ Atlanta Braves,"Aug 01, 2026 11:16 PM UTC",Atlanta Braves,Reynaldo López,1.56,-4.1,61.5,56,9,Atlanta Braves gets a start from Reynaldo López (3.64 ERA); backed by the #3 bullpen in MLB (2.92 ERA); is playing better lately (7-3 in their last 10); has been strong at home this season (63%); holds the better season record (59% vs 49%).,WIN,2026-08-02,moneyline,
2026-08-01,baseball_mlb,Washington Nationals @ Atlanta Braves,"Aug 01, 2026 11:16 PM UTC",Atlanta Braves,Reynaldo López,2.13,14.1,53.5,69,9,[-1.5 run line] Atlanta Braves gets a start from Reynaldo López (3.64 ERA); backed by the #3 bullpen in MLB (2.92 ERA); is playing better lately (7-3 in their last 10); has been strong at home this season (63%); holds the better season record (59% vs 49%).,WIN,2026-08-02,spread,-1.5
2026-08-01,baseball_mlb,New York Yankees @ Chicago Cubs,"Aug 01, 2026 11:16 PM UTC",New York Yankees,Max Fried,1.93,11.5,57.6,66,9,New York Yankees gets a start from Max Fried (3.23 ERA); backed by the #1 bullpen in MLB (2.75 ERA); has been strong on the road this season (59%).,LOSS,2026-08-02,moneyline,
2026-08-01,baseball_mlb,Detroit Tigers @ Athletics,"Aug 02, 2026 01:41 AM UTC",Detroit Tigers,Framber Valdez,1.69,10.0,65.2,70,9,"Detroit Tigers gets a start from Framber Valdez (4.53 ERA); is playing better lately (5-5 in their last 10); backed by the #14 bullpen in MLB (3.39 ERA); holds the better season record (47% vs 40%). Game at a pitcher-friendly park (factor 94), lower-scoring environment likely.",WIN,2026-08-02,moneyline,
2026-08-01,baseball_mlb,Detroit Tigers @ Athletics,"Aug 02, 2026 01:41 AM UTC",Detroit Tigers,Framber Valdez,2.02,9.7,54.3,64,9,"[-1.5 run line] Detroit Tigers gets a start from Framber Valdez (4.53 ERA); is playing better lately (5-5 in their last 10); backed by the #14 bullpen in MLB (3.39 ERA); holds the better season record (47% vs 40%). Game at a pitcher-friendly park (factor 94), lower-scoring environment likely.",WIN,2026-08-02,spread,-1.5
2026-08-01,basketball_wnba,New York Liberty @ Phoenix Mercury,"Aug 01, 2026 07:00 PM UTC",New York Liberty,Unannounced,1.63,-3.2,59.5,53,9,New York Liberty brings a stronger offense (89.72414 vs 83.24138 points/game); opponent missing Jovana Nogic; holds the better season record (55% vs 37%).,WIN,2026-08-02,moneyline,
2026-08-02,baseball_mlb,St. Louis Cardinals @ Toronto Blue Jays,"Aug 02, 2026 05:38 PM UTC",St. Louis Cardinals,Matthew Liberatore,1.51,26.0,83.4,88,9,[+1.5 run line] St. Louis Cardinals gets a start from Matthew Liberatore (5.26 ERA); backed by the #23 bullpen in MLB (3.78 ERA).,WIN,2026-08-03,spread,1.5
2026-08-02,baseball_mlb,Texas Rangers @ Houston Astros,"Aug 02, 2026 06:11 PM UTC",Houston Astros,Peter Lambert,1.74,-0.8,57.1,52,9,Houston Astros is playing better lately (9-1 in their last 10); gets a start from Peter Lambert (3.06 ERA); backed by the #14 bullpen in MLB (3.43 ERA); brings a stronger offense (4.65 vs 4.16 runs/game).,WIN,2026-08-03,moneyline,
2026-08-02,baseball_mlb,Kansas City Royals @ Colorado Rockies,"Aug 02, 2026 07:11 PM UTC",Kansas City Royals,Seth Lugo,1.57,19.1,75.6,84,9,"[+1.5 run line] Kansas City Royals gets a start from Seth Lugo (4.22 ERA); backed by the #27 bullpen in MLB (4.76 ERA). Game at a hitter-friendly park (factor 118), expect added scoring variance.",LOSS,2026-08-03,spread,1.5
2026-08-02,baseball_mlb,Detroit Tigers @ Athletics,"Aug 02, 2026 08:06 PM UTC",Detroit Tigers,Keider Montero,1.89,10.0,58.3,66,9,"Detroit Tigers gets a start from Keider Montero (3.34 ERA); is playing better lately (6-4 in their last 10); backed by the #17 bullpen in MLB (3.49 ERA); holds the better season record (47% vs 40%). Game at a pitcher-friendly park (factor 94), lower-scoring environment likely.",WIN,2026-08-03,moneyline,
2026-08-02,baseball_mlb,Boston Red Sox @ Los Angeles Dodgers,"Aug 02, 2026 11:21 PM UTC",Boston Red Sox,Jake Bennett,1.73,20.6,69.5,80,9,[+1.5 run line] Boston Red Sox gets a start from Jake Bennett (2.74 ERA); backed by the #5 bullpen in MLB (3.17 ERA); has been strong on the road this season (60%).,WIN,2026-08-03,spread,1.5
2026-08-02,basketball_wnba,Indiana Fever @ Minnesota Lynx,"Aug 02, 2026 05:00 PM UTC",Minnesota Lynx,Unannounced,1.49,3.0,69.3,65,9,"Minnesota Lynx plays stronger defense (82.8 vs 90.06896 points allowed/game); opponent missing Ugonne Onyiah, Damiris Dantas; has been strong at home this season (73%); holds the better season record (80% vs 65%).",WIN,2026-08-03,moneyline,
2026-08-03,baseball_mlb,Tampa Bay Rays @ Colorado Rockies,"Aug 04, 2026 12:41 AM UTC",Tampa Bay Rays,Ian Seymour,1.6,-0.9,62.0,56,9,"Tampa Bay Rays gets a start from Ian Seymour (4.37 ERA); backed by the #17 bullpen in MLB (3.6 ERA); holds the better season record (58% vs 40%). Game at a hitter-friendly park (factor 118), expect added scoring variance.",WIN,2026-08-04,moneyline,
2026-08-04,baseball_mlb,Los Angeles Angels @ Baltimore Orioles,"Aug 04, 2026 10:36 PM UTC",Baltimore Orioles,Unannounced,1.67,3.2,62.0,60,9,Baltimore Orioles is playing better lately (5-5 in their last 10); backed by the #22 bullpen in MLB (3.87 ERA); holds the better season record (48% vs 38%).,WIN,2026-08-05,moneyline,
2026-08-04,baseball_mlb,Washington Nationals @ Philadelphia Phillies,"Aug 04, 2026 10:40 PM UTC",Washington Nationals,Zack Littell,2.06,22.5,59.5,63,9,[+1.5 run line] Washington Nationals gets a start from Zack Littell (4.94 ERA); brings a stronger offense (5.35 vs 4.39 runs/game); backed by the #27 bullpen in MLB (4.71 ERA); hits lefties well this season (0.785 OPS); has been strong on the road this season (56%).,LOSS,2026-08-05,spread,1.5
2026-08-04,baseball_mlb,Miami Marlins @ Atlanta Braves,"Aug 04, 2026 11:16 PM UTC",Atlanta Braves,Grant Holmes,1.67,-1.4,59.0,54,9,Atlanta Braves gets a start from Grant Holmes (3.88 ERA); backed by the #4 bullpen in MLB (3.06 ERA); brings a stronger offense (4.9 vs 4.39 runs/game); has been strong at home this season (64%); holds the better season record (59% vs 51%).,WIN,2026-08-05,moneyline,
2026-08-04,baseball_mlb,Miami Marlins @ Atlanta Braves,"Aug 04, 2026 11:16 PM UTC",Atlanta Braves,Grant Holmes,2.38,28.1,53.9,70,9,[-1.5 run line] Atlanta Braves gets a start from Grant Holmes (3.88 ERA); backed by the #4 bullpen in MLB (3.06 ERA); brings a stronger offense (4.9 vs 4.39 runs/game); has been strong at home this season (64%); holds the better season record (59% vs 51%).,WIN,2026-08-05,spread,-1.5
2026-08-04,baseball_mlb,Pittsburgh Pirates @ Milwaukee Brewers,"Aug 04, 2026 11:40 PM UTC",Milwaukee Brewers,Logan Henderson,2.36,9.4,46.3,56,9,[-1.5 run line] Milwaukee Brewers gets a start from Logan Henderson (2.66 ERA); backed by the #7 bullpen in MLB (3.2 ERA); has been strong at home this season (63%); holds the better season record (61% vs 50%).,WIN,2026-08-05,spread,-1.5
2026-08-04,baseball_mlb,Minnesota Twins @ Kansas City Royals,"Aug 04, 2026 11:41 PM UTC",Kansas City Royals,Randy Dobnak,1.76,19.5,67.8,79,9,[+1.5 run line] Kansas City Royals gets a start from Randy Dobnak (1.04 ERA); backed by the #29 bullpen in MLB (4.95 ERA).,WIN,2026-08-05,spread,1.5
2026-08-04,baseball_mlb,Los Angeles Dodgers @ Chicago Cubs,"Aug 05, 2026 12:06 AM UTC",Chicago Cubs,Javier Assad,2.12,20.4,56.9,71,9,[+1.5 run line] Chicago Cubs gets a start from Javier Assad (3.75 ERA); backed by the #17 bullpen in MLB (3.67 ERA); is playing better lately (6-4 in their last 10); hits lefties well this season (0.795 OPS); has been strong at home this season (57%).,WIN,2026-08-05,spread,1.5
2026-08-04,baseball_mlb,San Francisco Giants @ Texas Rangers,"Aug 05, 2026 12:06 AM UTC",San Francisco Giants,Blade Tidwell,1.81,21.2,66.9,77,9,[+1.5 run line] San Francisco Giants backed by the #18 bullpen in MLB (3.67 ERA); is playing better lately (5-5 in their last 10).,WIN,2026-08-05,spread,1.5
2026-08-05,baseball_mlb,Toronto Blue Jays @ Houston Astros,"Aug 05, 2026 06:10 PM UTC",Houston Astros,Hunter Brown,2.11,20.4,57.1,72,9,[-1.5 run line] Houston Astros gets a start from Hunter Brown (3.42 ERA); brings a stronger offense (4.66 vs 3.89 runs/game); backed by the #12 bullpen in MLB (3.39 ERA); is playing better lately (8-2 in their last 10); holds the better season record (51% vs 46%).,WIN,2026-08-06,spread,-1.5
2026-08-05,baseball_mlb,Los Angeles Dodgers @ Chicago Cubs,"Aug 05, 2026 06:21 PM UTC",Chicago Cubs,Shota Imanaga,1.81,1.0,55.7,53,9,Chicago Cubs gets a start from Shota Imanaga (3.67 ERA); is playing better lately (6-4 in their last 10); backed by the #8 bullpen in MLB (3.22 ERA); hits lefties well this season (0.792 OPS); has been strong at home this season (57%).,WIN,2026-08-06,moneyline,
2026-08-05,baseball_mlb,Los Angeles Dodgers @ Chicago Cubs,"Aug 05, 2026 06:21 PM UTC",Chicago Cubs,Shota Imanaga,2.45,12.3,45.7,49,9,[-1.5 run line] Chicago Cubs gets a start from Shota Imanaga (3.67 ERA); is playing better lately (6-4 in their last 10); backed by the #8 bullpen in MLB (3.22 ERA); hits lefties well this season (0.792 OPS); has been strong at home this season (57%).,WIN,2026-08-06,spread,-1.5
2026-08-05,baseball_mlb,San Francisco Giants @ Texas Rangers,"Aug 05, 2026 06:36 PM UTC",Texas Rangers,Cody Bradford,2.19,13.9,52.0,68,9,[-1.5 run line] Texas Rangers backed by the #14 bullpen in MLB (3.55 ERA); holds the better season record (49% vs 42%).,LOSS,2026-08-06,spread,-1.5
2026-08-05,baseball_mlb,Tampa Bay Rays @ Colorado Rockies,"Aug 05, 2026 07:11 PM UTC",Tampa Bay Rays,Nick Martinez,1.61,-0.4,61.8,55,9,"Tampa Bay Rays gets a start from Nick Martinez (2.77 ERA); backed by the #11 bullpen in MLB (3.33 ERA); is playing better lately (7-3 in their last 10); holds the better season record (59% vs 39%). Game at a hitter-friendly park (factor 118), expect added scoring variance.",WIN,2026-08-06,moneyline,
2026-08-05,baseball_mlb,Athletics @ Cincinnati Reds,"Aug 05, 2026 10:40 PM UTC",Cincinnati Reds,Rhett Lowder,1.67,3.6,62.0,61,9,"Cincinnati Reds is playing better lately (6-4 in their last 10); gets a start from Rhett Lowder (5.42 ERA); backed by the #15 bullpen in MLB (3.59 ERA); holds the better season record (48% vs 39%); hits lefties well this season (0.76 OPS). Game at a hitter-friendly park (factor 112), expect added scoring variance.",WIN,2026-08-06,moneyline,
2026-08-05,baseball_mlb,Pittsburgh Pirates @ Milwaukee Brewers,"Aug 05, 2026 11:40 PM UTC",Milwaukee Brewers,Kyle Harrison,1.78,0.2,56.1,52,9,Milwaukee Brewers gets a start from Kyle Harrison (3.01 ERA); backed by the #9 bullpen in MLB (3.29 ERA); is playing better lately (6-4 in their last 10); has been strong at home this season (63%); holds the better season record (61% vs 49%).,WIN,2026-08-06,moneyline,
2026-08-05,baseball_mlb,Pittsburgh Pirates @ Milwaukee Brewers,"Aug 05, 2026 11:40 PM UTC",Milwaukee Brewers,Kyle Harrison,2.68,14.6,42.7,61,9,[-1.5 run line] Milwaukee Brewers gets a start from Kyle Harrison (3.01 ERA); backed by the #9 bullpen in MLB (3.29 ERA); is playing better lately (6-4 in their last 10); has been strong at home this season (63%); holds the better season record (61% vs 49%).,WIN,2026-08-06,spread,-1.5
2026-08-05,baseball_mlb,Detroit Tigers @ Seattle Mariners,"Aug 06, 2026 01:41 AM UTC",Detroit Tigers,Drew Anderson,1.59,9.0,68.3,71,9,"[+1.5 run line] Detroit Tigers gets a start from Drew Anderson (4.24 ERA); backed by the #18 bullpen in MLB (3.66 ERA); brings a stronger offense (4.54 vs 3.98 runs/game); is playing better lately (6-4 in their last 10). Game at a pitcher-friendly park (factor 92), lower-scoring environment likely.",LOSS,2026-08-06,spread,1.5
2026-08-05,basketball_wnba,Phoenix Mercury @ Atlanta Dream,"Aug 05, 2026 11:00 PM UTC",Atlanta Dream,Unannounced,1.44,0.1,69.7,60,9,Atlanta Dream brings a stronger offense (89.31035 vs 84.258064 points/game); opponent missing Jovana Nogic; holds the better season record (62% vs 38%); is playing better lately (6-4 in their last 10); has been strong at home this season (66%).,WIN,2026-08-06,moneyline,
2026-08-05,basketball_wnba,Dallas Wings @ Washington Mystics,"Aug 05, 2026 11:30 PM UTC",Dallas Wings,Unannounced,1.68,0.7,59.8,56,9,Dallas Wings brings a stronger offense (89.166664 vs 81.17857 points/game); has been strong on the road this season (62%); holds the better season record (63% vs 57%).,LOSS,2026-08-06,moneyline,
2026-08-06,baseball_mlb,Los Angeles Angels @ Baltimore Orioles,"Aug 06, 2026 04:36 PM UTC",Baltimore Orioles,Brandon Young,1.53,-0.8,65.0,57,9,Baltimore Orioles gets a start from Brandon Young (3.31 ERA); is playing better lately (6-4 in their last 10); backed by the #24 bullpen in MLB (3.89 ERA); holds the better season record (49% vs 37%).,LOSS,2026-08-07,moneyline,
2026-08-06,baseball_mlb,Los Angeles Angels @ Baltimore Orioles,"Aug 06, 2026 04:36 PM UTC",Baltimore Orioles,Brandon Young,2.01,29.9,64.6,74,9,[-1.5 run line] Baltimore Orioles gets a start from Brandon Young (3.31 ERA); is playing better lately (6-4 in their last 10); backed by the #24 bullpen in MLB (3.89 ERA); holds the better season record (49% vs 37%).,LOSS,2026-08-07,spread,-1.5
2026-08-06,baseball_mlb,Athletics @ Cincinnati Reds,"Aug 06, 2026 04:40 PM UTC",Cincinnati Reds,Andrew Abbott,1.61,-2.5,60.5,55,9,"Cincinnati Reds is playing better lately (7-3 in their last 10); gets a start from Andrew Abbott (3.91 ERA); backed by the #17 bullpen in MLB (3.67 ERA); holds the better season record (48% vs 39%). Game at a hitter-friendly park (factor 112), expect added scoring variance.",WIN,2026-08-07,moneyline,
2026-08-06,baseball_mlb,Toronto Blue Jays @ Chicago Cubs,"Aug 06, 2026 06:21 PM UTC",Toronto Blue Jays,Dylan Cease,1.86,3.3,55.5,56,9,"Toronto Blue Jays gets a start from Dylan Cease (2.41 ERA); opponent's closer worked the last two days in a row, likely unavailable today; backed by the #7 bullpen in MLB (3.22 ERA).",LOSS,2026-08-07,moneyline,
2026-08-06,baseball_mlb,Toronto Blue Jays @ Chicago Cubs,"Aug 06, 2026 06:21 PM UTC",Toronto Blue Jays,Dylan Cease,2.45,12.6,46.0,62,9,"[-1.5 run line] Toronto Blue Jays gets a start from Dylan Cease (2.41 ERA); opponent's closer worked the last two days in a row, likely unavailable today; backed by the #7 bullpen in MLB (3.22 ERA).",LOSS,2026-08-07,spread,-1.5
2026-08-06,baseball_mlb,Miami Marlins @ Atlanta Braves,"Aug 06, 2026 11:16 PM UTC",Atlanta Braves,Martín Pérez,1.7,1.3,59.7,56,9,Atlanta Braves gets a start from Martín Pérez (3.24 ERA); backed by the #5 bullpen in MLB (3.07 ERA); brings a stronger offense (4.89 vs 4.34 runs/game); is playing better lately (8-2 in their last 10); has been strong at home this season (65%); holds the better season record (60% vs 50%).,WIN,2026-08-07,moneyline,
2026-08-06,baseball_mlb,Miami Marlins @ Atlanta Braves,"Aug 06, 2026 11:16 PM UTC",Atlanta Braves,Martín Pérez,2.38,27.5,53.6,70,9,[-1.5 run line] Atlanta Braves gets a start from Martín Pérez (3.24 ERA); backed by the #5 bullpen in MLB (3.07 ERA); brings a stronger offense (4.89 vs 4.34 runs/game); is playing better lately (8-2 in their last 10); has been strong at home this season (65%); holds the better season record (60% vs 50%).,WIN,2026-08-07,spread,-1.5
2026-08-07,baseball_mlb,New York Mets @ Pittsburgh Pirates,"Aug 07, 2026 10:41 PM UTC",Pittsburgh Pirates,Carmen Mlodzinski,2.51,9.7,43.7,56,9,[-1.5 run line] Pittsburgh Pirates gets a start from Carmen Mlodzinski (3.15 ERA); brings a stronger offense (5.03 vs 4.16 runs/game); backed by the #11 bullpen in MLB (3.28 ERA); holds the better season record (48% vs 43%).,LOSS,2026-08-08,spread,-1.5
2026-08-07,baseball_mlb,Atlanta Braves @ New York Yankees,"Aug 07, 2026 11:06 PM UTC",New York Yankees,Max Fried,2.46,18.6,48.2,64,9,[-1.5 run line] New York Yankees gets a start from Max Fried (3.12 ERA); backed by the #1 bullpen in MLB (2.62 ERA).,,,spread,-1.5
2026-08-07,baseball_mlb,Athletics @ Boston Red Sox,"Aug 07, 2026 11:11 PM UTC",Boston Red Sox,Payton Tolle,1.79,16.9,65.2,77,9,"[-1.5 run line] Boston Red Sox is playing better lately (9-1 in their last 10); gets a start from Payton Tolle (3.3 ERA); backed by the #12 bullpen in MLB (3.29 ERA); holds the better season record (55% vs 39%). Game at a hitter-friendly park (factor 108), expect added scoring variance.",WIN,2026-08-08,spread,-1.5
2026-08-07,baseball_mlb,Cleveland Guardians @ Chicago White Sox,"Aug 07, 2026 11:41 PM UTC",Cleveland Guardians,Parker Messick,1.72,-3.3,56.3,52,9,Cleveland Guardians gets a start from Parker Messick (2.57 ERA); backed by the #7 bullpen in MLB (3.23 ERA).,WIN,2026-08-08,moneyline,
2026-08-07,baseball_mlb,Minnesota Twins @ Milwaukee Brewers,"Aug 07, 2026 11:41 PM UTC",Milwaukee Brewers,Shane Drohan,2.15,13.8,52.8,68,9,[-1.5 run line] Milwaukee Brewers gets a start from Shane Drohan (3.48 ERA); backed by the #6 bullpen in MLB (3.22 ERA); has been strong at home this season (65%); holds the better season record (62% vs 49%).,LOSS,2026-08-08,spread,-1.5
2026-08-07,baseball_mlb,Chicago Cubs @ Kansas City Royals,"Aug 08, 2026 12:11 AM UTC",Kansas City Royals,Daniel Lynch IV,1.89,17.6,62.4,75,9,[+1.5 run line] Kansas City Royals gets a start from Daniel Lynch IV (1.96 ERA); backed by the #27 bullpen in MLB (4.57 ERA).,LOSS,2026-08-08,spread,1.5
2026-08-07,baseball_mlb,Colorado Rockies @ St. Louis Cardinals,"Aug 08, 2026 12:16 AM UTC",St. Louis Cardinals,Kyle Leahy,1.6,1.1,63.3,57,9,St. Louis Cardinals gets a start from Kyle Leahy (3.44 ERA); backed by the #24 bullpen in MLB (3.82 ERA); holds the better season record (49% vs 39%); is playing better lately (4-6 in their last 10).,WIN,2026-08-08,moneyline,
2026-08-07,baseball_mlb,Colorado Rockies @ St. Louis Cardinals,"Aug 08, 2026 12:16 AM UTC",St. Louis Cardinals,Kyle Leahy,2.23,15.2,51.7,67,9,[-1.5 run line] St. Louis Cardinals gets a start from Kyle Leahy (3.44 ERA); backed by the #24 bullpen in MLB (3.82 ERA); holds the better season record (49% vs 39%); is playing better lately (4-6 in their last 10).,LOSS,2026-08-08,spread,-1.5
2026-08-07,baseball_mlb,Tampa Bay Rays @ Seattle Mariners,"Aug 08, 2026 01:46 AM UTC",Tampa Bay Rays,Drew Rasmussen,2.01,12.0,55.8,67,9,"Tampa Bay Rays gets a start from Drew Rasmussen (2.91 ERA); backed by the #13 bullpen in MLB (3.3 ERA); is playing better lately (7-3 in their last 10); brings a stronger offense (4.47 vs 3.95 runs/game); holds the better season record (59% vs 48%). Game at a pitcher-friendly park (factor 92), lower-scoring environment likely.",WIN,2026-08-08,moneyline,
2026-08-07,basketball_wnba,Golden State Valkyries @ Dallas Wings,"Aug 08, 2026 01:30 AM UTC",Golden State Valkyries,Unannounced,1.96,11.1,56.8,67,9,Golden State Valkyries plays stronger defense (77.1 vs 85.451614 points allowed/game); is playing better lately (8-2 in their last 10); has been strong on the road this season (61%); holds the better season record (70% vs 61%).,WIN,2026-08-08,moneyline,
2026-08-08,baseball_mlb,Los Angeles Angels @ Miami Marlins,"Aug 08, 2026 08:11 PM UTC",Los Angeles Angels,Walbert Ureña,1.63,13.8,69.9,78,9,"[+1.5 run line] Los Angeles Angels gets a start from Walbert Ureña (2.54 ERA); backed by the #9 bullpen in MLB (3.25 ERA). Game at a pitcher-friendly park (factor 93), lower-scoring environment likely.",LOSS,2026-08-09,spread,1.5
2026-08-08,baseball_mlb,Toronto Blue Jays @ Philadelphia Phillies,"Aug 08, 2026 10:06 PM UTC",Philadelphia Phillies,Aaron Nola,2.21,24.4,56.2,71,9,[-1.5 run line] Philadelphia Phillies gets a start from Aaron Nola (5.55 ERA); backed by the #19 bullpen in MLB (3.69 ERA); brings a stronger offense (4.41 vs 3.9 runs/game); holds the better season record (53% vs 47%).,LOSS,2026-08-09,spread,-1.5
2026-08-08,baseball_mlb,New York Mets @ Pittsburgh Pirates,"Aug 08, 2026 10:41 PM UTC",Pittsburgh Pirates,Bubba Chandler,2.58,13.3,43.9,57,9,[-1.5 run line] Pittsburgh Pirates gets a start from Bubba Chandler (4.49 ERA); brings a stronger offense (5.02 vs 4.17 runs/game); backed by the #13 bullpen in MLB (3.33 ERA); hits righties well this season (0.769 OPS); holds the better season record (48% vs 43%).,WIN,2026-08-09,spread,-1.5
2026-08-08,baseball_mlb,Cincinnati Reds @ Washington Nationals,"Aug 08, 2026 10:46 PM UTC",Cincinnati Reds,Chase Burns,1.69,-1.2,58.4,54,9,Cincinnati Reds gets a start from Chase Burns (2.35 ERA); is playing better lately (7-3 in their last 10); backed by the #21 bullpen in MLB (3.73 ERA).,LOSS,2026-08-09,moneyline,
2026-08-08,baseball_mlb,Chicago Cubs @ Kansas City Royals,"Aug 08, 2026 11:10 PM UTC",Chicago Cubs,Clay Holmes,1.61,1.7,63.1,58,9,Chicago Cubs brings a stronger offense (5.14 vs 4.14 runs/game); gets a start from Clay Holmes (2.39 ERA); is playing better lately (7-3 in their last 10); backed by the #6 bullpen in MLB (3.23 ERA); holds the better season record (58% vs 41%); has been strong on the road this season (56%).,WIN,2026-08-09,moneyline,
